,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,69.67,69.67,69.86,70.1,70.8,70.8
Public,30.33,30.33,30.13,29.9,29.2,29.2
No. of Shareholders,309.0,799.0,853.0,927.0,1154.0,2302.0
